Turnir,od,do,EventID,Organizator(i),Direktor turnira,Glavni sudac,Zamjenik glavnog suca,Sudac,Lokacija,Tempo igre,FED,State,Zadnja izmjena,ekipe,n,Rd,Rd-Akt,DB-Key,System
Pojedinačno seniorsko prvenstvo Kc-Kž županije za 2026-muškarci,20260103,20260106,457263,Šahovski savez Koprivničko-križevačke županije,Nikola Mihočka,Borislav Vidović (DS),,,"Sveti Ivan Žabno, kino sala Trg Karla Lukaša 1",90 minuta po igraču sa dodatkom od 30 sekundi za svaki odigrani potez počevši od prvog,CRO,,06.01.2026  18:32,0,18,6,6,1323748,Schweizer System
Pojedinačno seniorsko prvenstvo Kc-Kž županije za 2026-žene,20260103,20260106,457262,Šahovski savez Koprivničko-križevačke županije,Nikola Mihočka,Borislav Vidović (DS),,,"Sveti Ivan Žabno, kino sala Trg Karla Lukaša 1",90 minuta po igraču sa dodatkom od 30 sekundi za svaki odigrani potez počevši od prvog,CRO,,06.01.2026  18:29,0,8,6,6,1323750,Schweizer System
Novogodišnji standard U1800 3 i 4 siječnja 2026,20260103,20260104,0,,Jergović Andrija [14514168],DS Jergović Andrija [14514168],,,Zagreb Sesvete Kelekova 2,30 minuta + 30 sekunde po dovšenom potezu,CRO,,04.01.2026  14:54,0,49,7,7,1322793,Schweizer System
"3. OTVORENI MEĐUNARODNI ŠAHOVSKI TURNIR DUBROVNIK ADVENT 2025Dubrovnik, Valamar Lacroma Dubrovnik Hotel, 18.12-21.12.2025.",20251218,20251221,431122,"ŠK Dubrovnik, Dubrovnik","Ivan Potrebica (CRO, 14596024)","IA Sulejman Islamović (CRO, 14516659)","FA Željko Matkun (CRO, 14510839)","NA (KS) Ivan Potrebica (CRO, 14596024); NA (KS) Leonardo Jerković (CRO, 334033448)","Dubrovnik, Valamar Lacroma Dubrovnik Hotel, Iva Dulčića 34",60 minuta za cijelu partiju s dodatkom 30 sekundi po potezu počevši od prvog poteza (Fischer),CRO,,21.12.2025  13:26,0,95,7,7,1213210,Schweizer System
II. Pozivni standard U1800 2025/12/19,20251219,20251221,0,,Jergović Andrija [14514168],DS Jergović Andrija [14514168],,,Zagreb Bijenička cesta 134,30 minuta + 30 sekunde po dovšenom potezu,CRO,,28.12.2025  15:57,0,13,7,7,1300689,Schweizer System
ZAGREB ADVENT 2025. STANDARD <1800 AER,20251220,20251221,452129,"ŠK Aer, Partneri za šah",Dejan Glišić,"Dejan Glišić, KS",,,"Zagreb, Kneza Branimira 67/1.kat, mjesni odbor u zgradi tržnice","30'+30""",CRO,,24.12.2025  19:14,0,25,6,6,1291618,Schweizer System
ADVENTSKI ŠAHOVSKI FESTIVAL 2025- CRIKVENICA OPENA turnir,20251212,20251220,0,ŠAHOVSKI KLUB CRIKVENICA,Nikola Sundać,"Nenad Dorić, IA (14501694)","Nenad Jurman, NA;DS (14533421)","Nikola Sundać, NA;KS (14582856)","Hotel Marina Selce, Emila Antića 73 , 51266 Selce","90'+30"" - standard",CRO,,20.12.2025  13:57,0,45,9,9,1208374,Schweizer System
ADVENTSKI ŠAHOVSKI FESTIVAL 2025- CRIKVENICA OPENB turnir,20251212,20251220,0,ŠAHOVSKI KLUB CRIKVENICA,Nikola Sundać,"Nenad Dorić, IA","Nenad Jurman, NA",,"Hotel Marina Selce, Emila Antića 73 , 51266 Selce","60'+30"" - standard",CRO,,20.12.2025  12:34,0,18,9,9,1208384,Schweizer System
28.Božićni turnir Fid-e rejting Šahovskog kluba Ruščica od  3-11.-9.12.2025.,20251103,20251209,0,Šahovski klub Ruščica,MK Mato Opačak,"Mato Opačak,NA",,"Antun Rakić,CA",Šahovski klub Ruščica,60 minuta za cijelu partiju s dodatkom 30 sekundi po potezu počevši od prvog poteza (Fischer),CRO,,08.12.2025  03:44,0,21,7,0,1276297,Schweizer System
28.Božićni turnir Fid-e rejting ŠK Ruščica 3.11.-9.12.2025.,20251103,20251209,448213,"Šahovski klub Ruščica, RUŠČICA",MK Mato Opačak,"Mato Opačak, NA (državni sudac) 14503026",,,Šahovski klub Ruščica Ivane Brlić Mažuranić 3. Ruščica 35208,60 minuta za cijelu partiju s dodatkom 30 sekundi po potezu počevši od prvog poteza,CRO,,17.12.2025  20:16,0,18,7,7,1286911,Schweizer System
28.Božićni turnir Fid-e rejting ŠK Ruščica 3.11.-9.12.2025.,20251103,20251209,448213,"Šahovski klub Ruščica, RUŠČICA",MK Mato Opačak,"Mato Opačak, NA (državni sudac) 14503026",,"Antun Rakić,CA (županijski sudac) 14503166",Šahovski klub Ruščica Ivane Brlić Mažuranić 3. Ruščica 35208,60 minuta za cijelu partiju s dodatkom 30 sekundi po potezu počevši od prvog poteza,CRO,,09.12.2025  20:55,0,18,7,7,1307910,Schweizer System
OPEN POREČ 2025HOTEL VALAMAR DIAMANT,20251203,20251207,0,"ŠK.Vladimir Gortan, Poreč",Ivica Grbac,Kristian Valković IA,Giuseppe Ghersinich NA,Dario Bonaca NA,"Hotel Valamar Diamant, Brulo 1/1, 52440 Poreč",90 minuta + 30 sekundi za svaki odigrani potez,CRO,,07.12.2025  14:19,0,68,7,7,1231935,Schweizer System
9. Otvoreno pojedinačno prvenstvo Zapadne Hrvatske do 16 godina,20251115,20251116,0,Šahovski savez Istarske županije i Šahovski savez Primorsko-goranske županije,Valter Valković,Valter Valković NA,Mile Ostojić KS,,Poreč,60 minuta + 30 sekundi za svaki odigrani potez,CRO,,16.11.2025  14:27,0,10,5,5,1292904,Schweizer System
Kadetsko prvenstvo ŠK Višnjevac,20250927,20251113,0,ŠK Višnjevac,Davor Kršćanski,"KS, Zvonimir Trepšić",,Bojan Medak,Višnjevac (Osijek),30+30,CRO,,15.11.2025  16:22,0,18,8,8,1259700,Schweizer System
Aer 1600-1800 MT Nenad Hodniković - Tigi,20251108,20251109,445429,"ŠK Aer, Partneri za šah",Dejan Glišić,"Dejan Glišić, KS",,,"Zagreb, Kneza Branimira 67/1.kat, mjesni odbor u zgradi tržnice","30'+30""",CRO,,10.11.2025  22:13,0,15,6,6,1247951,Schweizer System
Pojedinačno seniorsko prvenstvo Zagreba 2025.,20251027,20251106,0,Zagrebački šahovsko savez,Krešimir Podravec,Vid Brzica NA 14560992,,,"Masarykova 22, 3. kat, Zagreb",90 minuta + 30 sekundi za svaki izvršen petez,CRO,,06.11.2025  21:49,0,14,9,9,1278584,Schweizer System
"OTVORENI MEĐUNARODNI ŠAHOVSKI TURNIR 4. OPEN HVAR 2025.ARSENAL HVAR, 20.-26.10.2025.",20251020,20251026,397108,Šahovski klub Hvar,"Ivica Bilandžić (CRO, 14597500); Božo Mišković (CRO, 14512742)","IA Nenad Dorić (CRO, 14501694)","NA (DS) Ilija Knezović (CRO,14538474)","NA (KS) Neno Simunić (CRO, 14515709); NA (KS) Pavle Palić (CRO; 14515237)","HVAR, ARSENAL HVAR",90min + 30sec/move from move 1,CRO,,26.10.2025  13:35,0,126,9,9,1040229,Schweizer System
I. Pozivni standard U1800,20250912,20250914,0,Šahovki klub Brestje,,Jergović  Andrija [14514168],,,Bijenička cesta 134 Zagreb,30 minuta + 30 sekundi po dovršenom potezu,CRO,,14.09.2025  21:19,0,19,7,7,1237832,Schweizer System
Wellness Chess Tour Croatia - Selce Hotel MARINA****Selce  10-14. Septembar 2025,20250910,20250914,431442,"(753564) Mr. Jeszenszky Jozsef, AO  +36 30 640 3361","(753564) Jeszenszky Jozsef, AO","(922765) Brindza Istvan, IA",,,"Selce (CRO), E. Antica 73",90+90 minutes with 30 second increment from move 1 till the end game,CRO,,14.09.2025  11:42,0,17,7,7,1218792,Schweizer System
KOMIŠAH,20250828,20250831,0,ŠK NOVI ZAGREB,"Bojana Kuliš Bubalo, Andrej Stanković",Slobodan Barkidžija,,,"KC Ivan Vitić, put Batude 2, 21485 Komiža","60'+30""",CRO,,31.08.2025  12:05,0,12,5,5,1229433,Schweizer System
Standard Ljeto 2025 U1800 Dubrovnik,20250829,20250831,434889,Šahovski klub Dubrovnik,Ivana Perak,KS Leonardo Jerković (NA) (334033448),KS Ivan Potrebica (NA) (14596024),,"Dubrovnik, Liechtensteinov put 12",30 minuta za cijelu partiju s dodatkom 30 sekunda po završenom potezu,CRO,,02.09.2025  17:09,0,15,7,7,1230468,Schweizer System
17. Open Hum na Sutli 2025Međunarodno otvoreno prvenstvo KZŽ-e (23.-30.8.2025.),20250823,20250830,417119,"Šahovski klub Straža, Hum na Sutli",Josip Krklec 14529211,"Radmila Švaljek, IA  14501759","Mirjana Medić, IA  14501619",,"Hum na Sutli, Općinska vijećnica (Dom kulture)","90 minuta po igraču + dodatak od 30 sekundi za svaki potez, počevši od prvoga",CRO,,30.08.2025  14:13,0,59,9,9,1173359,Schweizer System
"PETI MEĐUNARODNI ŠAHOVSKI TURNIR OPEN ""GRADIŠTE"" 2025. 22-28. 08.2025.",20250822,20250828,0,ŠK Slavonac Gradište,"Lucija Muhvić, 79327214","Branko Vidačković, IA 14509229","Ivica Leaković, IA,14504707","Ivan Stojanović,  14532840 KS  Luka Akrap, 4585804, KS","Gradište, Zgrada za djecu,odrasle i umirovljenike Trg Hrvatskih Velikana 36",90 minutes with 30 seconds cumulative increment for each move starting from first move,CRO,,30.08.2025  10:57,0,88,9,9,1148001,Schweizer System
14. SPLIT OPEN - ŠAHOVSKI FESTIVAL 2025,20250809,20250817,422668,Šahovski klub BRDA,Mateo Ivić,Vladimir Cvetnić IA,Denis Brulić IA,Marko Šekelja NA (DS) Tomaš Ante NA ( DS),"Split, Hotel Zagreb , Put Duilova 23",90 minuta s dodatkom 30 sekundi po potezu počevši od prvog,CRO,,17.08.2025  15:14,0,189,10,10,1117761,Schweizer System
Pojedinačno prvenstvo Hrvatske za juniore do 17 godina,20250724,20250730,429343,Hrvatski šahovski savez,Ivica Brkić,"Nenad Dorić, IA","Bojan Birk, IA; Dušan Pijanović, DS",,"Split, Studentski centar Bruno Bušić, Spinutska 37","90'+30"" - standard",CRO,,30.07.2025  13:07,0,57,9,9,1205820,Schweizer System
Pojedinačno prvenstvo Hrvatske za juniore do 19 godina,20250724,20250730,429333,Hrvatski šahovski savez,Ivica Brkić,"Nenad Dorić, IA","Bojan Birk, IA; Dušan Pijanović, DS",,"Split, Studentski centar Bruno Bušić, Spinutska 37","90'+30"" - standard",CRO,,30.07.2025  12:44,0,42,9,9,1205825,Schweizer System
Pojedinačno prvenstvo Hrvatske za juniorke do 17 godina,20250724,20250730,429348,Hrvatski šahovski savez,Ivica Brkić,"Nenad Dorić, IA","Bojan Birk, IA; Dušan Pijanović, DS",,"Split, Studentski centar Bruno Bušić, Spinutska 37","90'+30"" - standard",CRO,,30.07.2025  12:52,0,14,9,9,1205822,Schweizer System
"Zadar Chess Festival, A-turnir, Zadar, 16.07.-23.07.2025.",20250716,20250723,0,"ŠK Casper, Zadar",Veljko Šagi [CRO] [14528762],"Krunoslav Lesic, IA [CRO][14505258]","Magdalena Muha, NA [CRO] [14536757]","Andrea Stojanovic, NA [CRO] [79329764]","Zadar, Centar za mlade Zadar, Stjepana Radića 11c","90'+30""",CRO,,23.07.2025  14:28,0,23,9,9,1126710,Schweizer System
"Zadar Chess Festival, B-turnir, Zadar, 16.07.-23.07.2025.",20250716,20250723,0,"ŠK Casper, Zadar",Veljko Šagi [CRO] [14528762],"Krunoslav Lešić, IA [CRO][14505258]","Magdalena Muha, NA [CRO] [14536757]","Andrea Stojanovic, NA [CRO] [79329764]","Zadar, Centar za mlade Zadar, Stjepana Radića 11c","90'+30""",CRO,,23.07.2025  14:16,0,93,9,9,1126711,Schweizer System
"Pojedinačno općinsko prvenstvo u standardnom šahu 30+30Gundinci, 19. i 20. srpnja 2025.",20250719,20250720,0,Šahovski klub Gundinci,Ivan Đančević,Mirko Matić,,,"Gundinci, Ulica Stjepana Radića 2, prvi kat",30 + 30,CRO,,20.07.2025  16:14,0,24,6,6,1219373,Schweizer System
Standard Ljeto 2025 Dubrovnik,20250627,20250713,427686,ŠK Dubrovnik,Vlaho Zlošilo,NA (ks) Leonardo Jerković (334033448),,,"Dubrovnik, Liechtensteinov put 12",60min+30sek,CRO,,13.07.2025  20:18,0,10,7,7,1196697,Schweizer System
"8th International Chess Tournament, ""Solta Chess Open 2025"", Grohote, 29.06.-06.07.2025.",20250629,20250706,423480,"Chess Club Brda, Split","Mateo Ivic, FM [CRO] [14504146]","Mladen Bratosevic, IA [CRO] [14506203]","Krunoslav Lesic, IA [CRO] [14505258]","Mateo Petricevic, NA [CRO] [14553295], Ivan Potrebica, NA [CRO] [14596024]","Solta [CRO], Grohote, House of culture","90'+30""",CRO,,06.07.2025  13:11,0,85,9,9,1113987,Schweizer System
Pojedinačno juniorsko prvenstvo Koprivničko-križevačke županije za 2025- juniori,20250704,20250706,0,Šahovski savez Koprivničko-križevačke županije,Nikola Mihočka,"Borislav Vidović, DS",,,"Dom kulture, Đurđevac",60 minuta plus 30 sekundi,CRO,,06.07.2025  19:15,0,9,5,5,1206526,Schweizer System
International Chess Tournament 37th Open Pula 2025Hotel Park Plaza Histria(15.06.-23.06.2025.),20250615,20250623,404377,"CC Pula, Pula",Valter Valkovic (14514931),IA Kristian Valkovic (14513200),IA Lena Govedarica (942553); IA Sulejman Islamovic (14516659),NA Valter Valkovic (14514931); NA Magdalena Muha (14536757); NA Mile Ostojic (14586452,"Pula, Hotel Park Plaza Histria (Congress hall)",90 minutes with 30 second increment from move 1,CRO,,23.06.2025  15:02,0,246,9,9,1054548,Schweizer System
Pojedinačno kadetsko prvenstvo Hrvatske - dječaci do 7 godina -,20250615,20250620,0,Hrvatski šahovski savez,Ivica Brkić,"Saša Stanković, IA","Vlado Karagić, FA","Renato Vince, NA i Borislav Vidović, NA","Trogir, hotel ""Medena""",90 minuta + 30 sekundi dodatka za svaki potez,CRO,,20.06.2025  10:34,0,14,9,9,1176241,Schweizer System
Pojedinačno kadetsko prvenstvo Hrvatske - kadeti do 13 godina,20250615,20250620,0,Hrvatski šahovski savez,"Ivica Brkić, 14505835","IA Saša Stanković, 14511436","FA Anto Majić, 14522411, FA Stipe Lacmanović, 14501309","NA Andrija Jergović (ds), sudac i voditelj prijenosa partija u živo putem interneta","Trogir, hotel ''Medena''",90 min. fiksnog vremena po igraču + dodatak od 30 sec. za svaki završeni potez počevši od prvoga,CRO,,25.06.2025  09:14,0,71,9,9,1188273,Schweizer System
Pojedinačno kadetsko prvenstvo Hrvatske - kadeti do 13 godina,20250615,20250620,0,Hrvatski šahovski savez,"Ivica Brkić, 14505835","IA Saša Stanković, 14511436","FA Anto Majić, 14522411, FA Stipe Lacmanović, 14501309","NA Andrija Jergović (ds), sudac i voditelj prijenosa partija u živo putem interneta","Trogir, hotel ''Medena''",90 min. fiksnog vremena po igraču + dodatak od 30 sec. za svaki završeni potez počevši od prvoga,CRO,,25.06.2025  13:53,0,71,9,9,1206179,Schweizer System
Pojedinačno kadetsko prvenstvo Hrvatske - kadeti do 15 godina,20250615,20250620,0,Hrvastski šahovski savez,"Ivica Brkić, 14505835","IA Saša Stanković, 14511436","FA Anto Majić, 14522411, FA Stipe Lacmanović, 14501309","NA Andrija Jergović (ds), sudac i voditelj prijenosa partija u živo putem interneta","Trogir, hotel ''Medena''",90 min. fiksnog vremena po igraču + dodatak od 30 sec. za svaki završeni potez počevši od prvoga,CRO,,25.06.2025  09:12,0,61,9,9,1206105,Schweizer System
Pojedinačno kadetsko prvenstvo Hrvatske - kadeti do 9 godina -,20250615,20250620,0,Hrvatski šahovski savez,Ivica Brkić,"Saša Stanković, IA","Vlado Karagić, FA","Renato Vince, NA i Borislav Vidović, NA","Trogir, hotel ""Medena""",90 minuta + 30 sekundi dodatka za svaki potez,CRO,,21.06.2025  05:50,0,40,9,9,1176227,Schweizer System
Pojedinačno kadetsko prvenstvo Hrvatske - kadetkinje do 13 godina,20250615,20250620,0,Hrvatski šahovski savez,"Ivica Brkić, 14505835","IA Saša Stanković, 14511436","FA Anto Majić, 14522411, FA Stipe Lacmanović, 14501309","NA Andrija Jergović (ds), sudac i voditelj prijenosa partija u živo putem interneta","Trogir, hotel ''Medena''",90 min. fiksnog vremena po igraču + dodatak od 30 sec. za svaki završeni potez počevši od prvoga,CRO,,25.06.2025  09:14,0,26,9,9,1188276,Schweizer System
Pojedinačno kadetsko prvenstvo Hrvatske - kadetkinje do 13 godina,20250615,20250620,0,Hrvatski šahovski savez,"Ivica Brkić, 14505835","IA Saša Stanković, 14511436","FA Anto Majić, 14522411, FA Stipe Lacmanović, 14501309","NA Andrija Jergović (ds), sudac i voditelj prijenosa partija u živo putem interneta","Trogir, hotel ''Medena''",90 min. fiksnog vremena po igraču + dodatak od 30 sec. za svaki završeni potez počevši od prvoga,CRO,,25.06.2025  13:55,0,26,9,9,1206180,Schweizer System
Pojedinačno kadetsko prvenstvo Hrvatske - kadetkinje do 15 godina,20250615,20250620,0,Hrvatski šahovski savez,"Ivica Brkić, 14505835","IA Saša Stanković, 14511436","FA Anto Majić, 14522411, FA Stipe Lacmanović, 14501309","NA Andrija Jergović (ds), sudac i voditelj prijenosa partija u živo putem interneta","Trogir, hotel ''Medena''",90 min. fiksnog vremena po igraču + dodatak od 30 sec. za svaki završeni potez počevši od prvoga,CRO,,25.06.2025  09:13,0,24,9,9,1188270,Schweizer System
Pojedinačno kadetsko prvenstvo Hrvatske - kadetkinje do 15 godina,20250615,20250620,0,Hrvatski šahovski savez,"Ivica Brkić, 14505835","IA Saša Stanković, 14511436","FA Anto Majić, 14522411, FA Stipe Lacmanović, 14501309","NA Andrija Jergović (ds), sudac i voditelj prijenosa partija u živo putem interneta","Trogir, hotel ''Medena''",90 min. fiksnog vremena po igraču + dodatak od 30 sec. za svaki završeni potez počevši od prvoga,CRO,,25.06.2025  13:52,0,24,9,9,1206178,Schweizer System
Pojedinačno kadetsko prvenstvo Hrvatske- djevojčice do 7 godina -,20250615,20250620,0,Hrvatski šahovski savez,Ivica Brkić,"Saša Stanković, IA","Vlado Karagić, FA","Renato Vince, NA i Borislav Vidović, NA","Trogir, hotel ""Medena""",90 minuta + 30 sekundi dodatka za svaki potez,CRO,,20.06.2025  10:36,0,12,9,9,1176252,Schweizer System
Pojedinačno kadetsko prvenstvo Hrvatske- kadeti do 11 godina -,20250615,20250620,0,Hrvatski šahovski savez,Ivica Brkić,"Saša Stanković, IA","Vlado Karagić, FA","Renato Vince, NA i Borislav Vidović, NA","Trogir, hotel ""Medena""",90 minuta + 30 sekundi dodatka za svaki potez,CRO,,21.06.2025  05:47,0,55,9,9,1176209,Schweizer System
Pojedinačno kadetsko prvenstvo Hrvatske- kadetkinje do 11 godina -,20250615,20250620,0,Hrvatski šahovski savez,Ivica Brkić,"Saša Stanković, IA","Vlado Karagić, FA","Renato Vince NA i Borislav Vidović, NA","Trogir, hotel ""Medena""",90 minuta + 30 sekundi dodatka za svaki potez,CRO,,21.06.2025  05:46,0,21,9,9,1198427,Schweizer System
Pojedinačno kadetsko prvenstvo Hrvatske- kadetkinje do 9 godina -,20250615,20250620,0,Hrvatski šahovski savez,Ivica Brkić,"Saša Stanković, IA","Vlado Karagić, FA","Renato Vince, NA i Borislav Vidović, NA","Trogir, hotel ""Medena""",90 minuta + 30 sekundi dodatka za svaki potez,CRO,,20.06.2025  10:57,0,15,9,9,1176229,Schweizer System
IV. Memorijalni turnir Darka Šveca,20250607,20250611,1152530,Šahovki klub Silent,Jergović Andrija [14514168],Jergović Andrija [14514168],,,Kelekova 2 Sesvete,60 minuta + 30 sekundi po dovršenom potezu,CRO,,12.06.2025  08:53,0,46,7,7,1152530,Schweizer System
"10 godina Škole šaha Šahovski centar, kadetski open,Županja, 06.06.-08.06.2025.",20250606,20250608,0,"Šk Šahovski centar, Županja","Krunoslav Lešić, IA, IO [CRO][14505258]","Krunoslav Lešić, IA, IO [CRO][14505258]",,,Županja,"60'+30""",CRO,,24.06.2025  23:46,0,30,5,5,1168226,Schweizer System
"70 godina šaha u Županji, amaterski open, Županja, 06.-08.06.2025.",20250606,20250608,0,"ŠK Šahovski centar, Županja","Krunoslav Lešić, IA, IO [CRO][14505258]","Krunoslav Lešić, IA, IO [CRO][14505258]",,,Županja,"60'+30""",CRO,,24.06.2025  23:46,0,17,5,5,1168215,Schweizer System
Ivanec open 2025 - A turnir,20250606,20250608,415233,Šahovski klub Ivanec,Ivica Friščić,"Predrag Križanić, županijski sudac",,"Mladen Hojsak, klupski sudac",Horvatsko kod Ivanca,60 min + 30 sek,CRO,,08.06.2025  16:57,0,34,7,7,1127183,Schweizer System
Ivanec open 2025 - B turnir,20250606,20250608,415234,Šahovski klub Ivanec,Ivica Friščić,"Predrag Križanić, županijski sudac",,"Silvestar Držaić, klupski sudac",Horvatsko kod Ivanca,60 min + 30 sek,CRO,,08.06.2025  15:28,0,17,7,7,1127189,Schweizer System
Kadetsko prvenstvo zupanije Splitsko-dalmatinske za 2025. godinu U-11,20250607,20250608,423195,Šahovski savez Splitsko-dalmatinske županije,Božo Mišković [14512742],NA Božo Mišković [14512742],NA Mateo Petričević [14553295],NA Pavle Palić [14515237],"Šimićeva 52, Split (prostorije ŠK Mornar)",30 minuta za cijelu partiju s dodatkom 30 sekundi po potezu počevši od prvog poteza,CRO,,08.06.2025  17:47,0,20,7,7,1172224,Schweizer System
Pojedinačno juniorsko prvenstava Grada Zagreba 2025 za juniore i juniorke U17 .,20250525,20250608,0,Zagrebački šahovski savez,Krešimir Podravec,Vid Brzica NA 14560992,Danko Brajdić NA 14508656,,,30 minuta + 30 sekundi,CRO,,08.06.2025  13:15,0,14,9,9,1186502,Schweizer System
DAN DRŽAVNOSTI SISAK 2025,20250530,20250601,0,ŠAHOVSKO DRUŠTVO SISAK,MILAN BRIGLJEVIĆ,SINIŠA REŽEK,KLARA KRMPOTIĆ,MILAN BRIGLJEVIĆ,SISAK,60+30,CRO,,01.06.2025  17:51,0,16,7,7,1184973,Schweizer System
New Zagreb Classic Futures U20 - Group A,20250530,20250601,0,"ŠK Novi Zagreb, Zagreb","Andrej Stanković, FI [14513501]","Krunoslav Lešić, IA, IO [14505258]","Slobodan Barkidžija, NA [CRO][79304389]","Robert Kupek, NA [CRO][14548313], Marija Bilješko, NA [CRO][14561484]","Zagreb, Američka međunarodna škola u Zagrebu, Damira Tomljanovića 3","90'+30""",CRO,,01.06.2025  13:59,0,32,5,5,1145387,Schweizer System
New Zagreb Classic Futures U20 - Group B,20250530,20250601,0,"ŠK Novi Zagreb, Zagreb","Andrej Stanković, FI [14513501]","Krunoslav Lešić, IA, IO [14505258]","Slobodan Barkidžija, NA [CRO][79304389]","Robert Kupek, NA [CRO][14548313], Marija Bilješko, NA [CRO][14561484]","Zagreb, Američka međunarodna škola u Zagrebu, Damira Tomljanovića 3","90'+30""",CRO,,01.06.2025  13:31,0,45,5,5,1145386,Schweizer System
