title,url,channel,duration,thumbnail,videoId,duration_time,Music
SYNTHONY - Darude Sandstorm by Auckland Symphony Orchestra,https://www.youtube.com/watch?v=H9r597vJbSQ&list=LL&index=279&pp=gAQBiAQB,Auckland Symphony Orchestra,00:4:39,,H9r597vJbSQ,0:04:39,TRUE
Nirvana - Smells Like Teen Spirit (Official Music Video),https://www.youtube.com/watch?v=hTWKbfoikeg&list=LL&index=518&pp=gAQBiAQB,Nirvana,00:4:39,,hTWKbfoikeg,0:04:39,TRUE
Ornella Vanoni - L'Appuntamento,https://www.youtube.com/watch?v=z4nhDtkzhRg&list=LL&index=169&pp=gAQBiAQB,Mszicky94,00:4:38,,z4nhDtkzhRg,0:04:38,TRUE
Cowboy Bossa feat. Yanez,https://www.youtube.com/watch?v=qVDMV-11CUM&list=LL&index=270&pp=gAQBiAQB,Mo'Horizons,00:4:38,,qVDMV-11CUM,0:04:38,TRUE
Show Me How to Live,https://www.youtube.com/watch?v=DDg2mSOmeIA&list=LL&index=454&pp=gAQBiAQB,Audioslave,00:4:38,,DDg2mSOmeIA,0:04:38,TRUE
Mirzino Jato- Oka Dva Garava.wmv,https://www.youtube.com/watch?v=jHNGCvXli1g&list=LL&index=831&pp=gAQBiAQB,TheCoffeeKitten,00:4:38,,jHNGCvXli1g,0:04:38,TRUE
Family Guy All Bird is the word scenes,https://www.youtube.com/watch?v=zUi5xKQXG6I&list=LL&index=928&pp=gAQBiAQB,happyHoolahopperTooler,00:4:38,,zUi5xKQXG6I,0:04:38,FALSE
Altın Gün - Süpürgesi Yoncadan,https://www.youtube.com/watch?v=56SJhX83duQ&list=LL&index=992&pp=gAQBiAQB0gcJCSkKAYcqIYzv,Altın Gün,00:4:38,,56SJhX83duQ,0:04:38,TRUE
Focus - Hocus Pocus Live '73,https://www.youtube.com/watch?v=g4ouPGGLI6Q&list=LL&index=1180&pp=gAQBiAQB,Elvis Amadeus Jackson,00:4:38,,g4ouPGGLI6Q,0:04:38,TRUE
Jet Island Release!,https://www.youtube.com/watch?v=nY2DJCKQnGk&list=LL&index=1413&pp=gAQBiAQB,Master Indie,00:4:38,,nY2DJCKQnGk,0:04:38,FALSE
Speak Like Darth Vader with Sulfur Hexafluoride,https://www.youtube.com/watch?v=A7XdOyZIkko&list=LL&index=1330&pp=gAQBiAQB0gcJCSkKAYcqIYzv,Imagination Station Toledo,00:4:37,,A7XdOyZIkko,0:04:37,FALSE
MLB Best of The Freeze,https://www.youtube.com/watch?v=WxXypNqiS5A&list=LL&index=381&pp=gAQBiAQB,Sporting Videos,00:4:36,,WxXypNqiS5A,0:04:36,FALSE
James - Getting Away With It (All Messed Up),https://www.youtube.com/watch?v=Io2Cl1u5gmU&list=LL&index=634&pp=gAQBiAQB,WeAreJamesTV,00:4:36,,Io2Cl1u5gmU,0:04:36,TRUE
I’ve Got Hurt Feelings | Flight of the Conchords: Live in London (2018) | HBO,https://www.youtube.com/watch?v=XT9WugSs9EY&list=LL&index=1379&pp=gAQBiAQB,HBO,00:4:36,,XT9WugSs9EY,0:04:36,TRUE
Subterranean (ABGT549),https://www.youtube.com/watch?v=T8b0Oap7snA&list=LL&index=62&pp=gAQBiAQB,Miss Monique,00:4:35,,T8b0Oap7snA,0:04:35,TRUE
A Change is Gonna Come (Sam Cooke Cover) | Brian Owens,https://www.youtube.com/watch?v=cEXhZ8PwM-Y&list=LL&index=246&pp=gAQBiAQB,Brian Owens Soul,00:4:35,,cEXhZ8PwM-Y,0:04:35,TRUE
Of Monsters and Men - Dirty Paws (Official Lyric Video),https://www.youtube.com/watch?v=mCHUw7ACS8o&list=LL&index=689&pp=gAQBiAQB,Of Monsters and Men,00:4:35,,mCHUw7ACS8o,0:04:35,TRUE
Kiesza - Hideaway,https://www.youtube.com/watch?v=Vnoz5uBEWOA&list=LL&index=1308&pp=gAQBiAQB0gcJCSkKAYcqIYzv,Kiesza,00:4:35,,Vnoz5uBEWOA,0:04:35,TRUE
Properties of superheated steam,https://www.youtube.com/watch?v=8InpXBbjtPU&list=LL&index=1550&pp=gAQBiAQB0gcJCSkKAYcqIYzv,Imagination Station Toledo,00:4:35,,8InpXBbjtPU,0:04:35,FALSE
El Fuego,https://www.youtube.com/watch?v=7HR8-mId4t0&list=LL&index=36&pp=gAQBiAQB,Polyrhythmics,00:4:34,,7HR8-mId4t0,0:04:34,TRUE
Impossible Muons,https://www.youtube.com/watch?v=rVzDP8SMhPo&list=LL&index=1444&pp=gAQBiAQB,minutephysics,00:4:34,,rVzDP8SMhPo,0:04:34,FALSE
Quiet Hollers - Mont Blanc (official),https://www.youtube.com/watch?v=xSDNKCadUcg&list=LL&index=1482&pp=gAQBiAQB,Quiet Hollers,00:4:34,,xSDNKCadUcg,0:04:34,TRUE
Does SOY Lower TESTOSTERONE?,https://www.youtube.com/watch?v=v6RbEehw95M&list=LL&index=1559&pp=gAQBiAQB,PictureFit,00:4:34,,v6RbEehw95M,0:04:34,FALSE
How To Disable Active Sound Control (2022 Honda Civic),https://www.youtube.com/watch?v=xcUSpyIwHQQ&list=LL&index=342&t=55s&pp=gAQBiAQB,Project BluRay,00:4:33,,xcUSpyIwHQQ,0:04:33,FALSE
에델 라인클랑 - Molitva (원곡 - Marija Šerifović) / Phantom Singer,https://www.youtube.com/watch?v=XFMOdjX3shE&list=LL&index=656&pp=gAQBiAQB,Mjesecev Prah,00:4:33,,XFMOdjX3shE,0:04:33,TRUE
The Gaslamp Killer - Nissim ft. Amir Yaghmai,https://www.youtube.com/watch?v=QVoF9FJNH7k&list=LL&index=142&pp=gAQBiAQB,GASLAMPKILLER,00:4:32,,QVoF9FJNH7k,0:04:32,TRUE
Soho Vibes,https://www.youtube.com/watch?v=wiZSZ6rYAuc&list=LL&index=432&pp=gAQBiAQB,Mo'Horizons,00:4:32,,wiZSZ6rYAuc,0:04:32,TRUE
The Connells - '74-'75,https://www.youtube.com/watch?v=l-ITv4OBV9c&list=LL&index=727&pp=gAQBiAQB,Rick Against the Machine,00:4:32,,l-ITv4OBV9c,0:04:32,TRUE
Aevion - The Journey (Oliver Heldens Edit),https://www.youtube.com/watch?v=Fgmxs48tPVA&list=LL&index=779&pp=gAQBiAQB,Heldeep Records,00:4:32,,Fgmxs48tPVA,0:04:32,TRUE
Teške Boje,https://www.youtube.com/watch?v=X0sE0Z3yTP4&list=LL&index=1096&pp=gAQBiAQB,Release - Topic,00:4:32,,X0sE0Z3yTP4,0:04:32,TRUE
The Gaslamp Killer - Nissim,https://www.youtube.com/watch?v=Xt2IcK78NOw&list=LL&index=1405&pp=gAQBiAQB,Jack Assir,00:4:32,,Xt2IcK78NOw,0:04:32,TRUE
The incredible history of China's terracotta warriors - Megan Campisi and Pen-Pen Chen,https://www.youtube.com/watch?v=mP5p4QbvPtc&list=LL&index=1590&pp=gAQBiAQB,TED-Ed,00:4:32,,mP5p4QbvPtc,0:04:32,FALSE
How to be Warm,https://www.youtube.com/watch?v=1MolmoFuXu4&list=LL&index=1760&pp=gAQBiAQB0gcJCSkKAYcqIYzv,The School of Life,00:4:32,,1MolmoFuXu4,0:04:32,FALSE
ANRI　Anri　杏里　アンリ Good Bye Boogie Dance　グッバイブギダンス　🎤♪🎶［Official Video］,https://www.youtube.com/watch?v=6riZjp82gKY&list=LL&index=54&pp=gAQBiAQB,ANRI 杏里 Official,00:4:31,,6riZjp82gKY,0:04:31,TRUE
Trans-X - Living On Video (Official Music Video),https://www.youtube.com/watch?v=b9xBAtCsCTQ&list=LL&index=1136&pp=gAQBiAQB,UnidiscMusic,00:4:31,,b9xBAtCsCTQ,0:04:31,TRUE
how to get dark textures in roblox rivals (step by step guide),https://www.youtube.com/watch?v=L4DOgkTCmgw&list=LL&index=38&t=10s&pp=gAQBiAQB0gcJCSkKAYcqIYzv,Renvy,00:4:30,,L4DOgkTCmgw,0:04:30,FALSE
Tasmin Archer - Sleeping Satellite (Original Video),https://www.youtube.com/watch?v=lOqVQPq8zm8&list=LL&index=394&pp=gAQBiAQB0gcJCSkKAYcqIYzv,Alex G,00:4:30,,lOqVQPq8zm8,0:04:30,TRUE
Grandma Heckles Bodybuilders Part 2 | Ross Smith,https://www.youtube.com/watch?v=LrEYWCMzmGI&list=LL&index=1239&pp=gAQBiAQB,Ross Smith,00:4:30,,LrEYWCMzmGI,0:04:30,FALSE
Home Knife Care 1: Washing Up (Quantifying the Dishwasher effect),https://www.youtube.com/watch?v=JIhZLPUJ9zQ&list=LL&index=28&pp=gAQBiAQB,Great Edge Ltd,00:4:29,,JIhZLPUJ9zQ,0:04:29,FALSE
Mecano - Hijo de la luna,https://www.youtube.com/watch?v=VaTb2AtMCfU&list=LL&index=106&pp=gAQBiAQB,CANAL MECANO,00:4:29,,VaTb2AtMCfU,0:04:29,TRUE
Splendid Isolation - Warren Zevon,https://www.youtube.com/watch?v=awhGI0_o90s&list=LL&index=738&pp=gAQBiAQB,StinkoMon,00:4:29,,awhGI0_o90s,0:04:29,TRUE
"Robbie Williams tells hand job story with JustinTimberlake, Daniel Radcliffe, Anna Kendrick.",https://www.youtube.com/watch?v=jXLQIO3gRM0&list=LL&index=1226&pp=gAQBiAQB,Rolo Tomasi,00:4:29,,jXLQIO3gRM0,0:04:29,FALSE
CHIMP with WEAPON - real or fake?,https://www.youtube.com/watch?v=6ExG0pzQOwI&list=LL&index=1320&pp=gAQBiAQB,billschannel,00:4:29,,6ExG0pzQOwI,0:04:29,FALSE
"Black Machine ""How Gee"" Official Videoclip",https://www.youtube.com/watch?v=JGHwNy9ZMts&list=LL&index=4&pp=gAQBiAQB,New Music,00:4:28,,JGHwNy9ZMts,0:04:28,TRUE
Skrillex - Ragga Bomb Ft. Ragga Twins (Official Music Video),https://www.youtube.com/watch?v=8eJDTcDUQxQ&list=LL&index=112&pp=gAQBiAQB,Skrillex,00:4:28,,8eJDTcDUQxQ,0:04:28,TRUE
"@RadiobiserAt Frulu sviram na vašaru. Mira, frulaš.#frula #флейта #Flöte #fløyte #flaut #flüt #bilûr",https://www.youtube.com/watch?v=c0z0c6S70pU&list=LL&index=1240&pp=gAQBiAQB,RaleBiser,00:4:28,,c0z0c6S70pU,0:04:28,TRUE
Here's What To Do After Finding Hot Connectors On Overhead Power Lines,https://www.youtube.com/watch?v=piQpLL5nD18&list=LL&index=1557&pp=gAQBiAQB0gcJCSkKAYcqIYzv,ClampStar,00:4:28,,piQpLL5nD18,0:04:28,FALSE
LEAN STARTUP IN 5 MINUTES (OR LESS),https://www.youtube.com/watch?v=X2YoHFuWkqs&list=LL&index=1679&pp=gAQBiAQB,One Month,00:4:28,,X2YoHFuWkqs,0:04:28,FALSE
How To Cope With Snobbery,https://www.youtube.com/watch?v=gaii2uvHkpI&list=LL&index=1766&pp=gAQBiAQB,The School of Life,00:4:28,,gaii2uvHkpI,0:04:28,FALSE
Gorillaz - Clint Eastwood (Official Video),https://www.youtube.com/watch?v=1V_xRb0x9aw&list=LL&index=835&pp=gAQBiAQB,Gorillaz,00:4:27,,1V_xRb0x9aw,0:04:27,TRUE
Hoverboard VS Electric Unicycle,https://www.youtube.com/watch?v=dMpXEfJTvas&list=LL&index=1561&pp=gAQBiAQB,HowToLou,00:4:26,,dMpXEfJTvas,0:04:26,FALSE
Sean Lock's OUTRAGEOUS Comment Has Everyone In Tears!! | 8 Out of 10 Cats Does Countdown,https://www.youtube.com/watch?v=0Q9IRpFGgPY&list=LL&index=735&pp=gAQBiAQB,Channel 4 Entertainment,00:4:25,,0Q9IRpFGgPY,0:04:25,FALSE
Nights in White Satin - The Moody Blues - in Paris.,https://www.youtube.com/watch?v=cs4RG9u8IVU&list=LL&index=1141&pp=gAQBiAQB,@RedBaron863,00:4:25,,cs4RG9u8IVU,0:04:25,TRUE
"nipplepeople FRKA (Official video), Kire Mitrev, Slavica Maras",https://www.youtube.com/watch?v=2pfLE5YJ1Fo&list=LL&index=1520&pp=gAQBiAQB,nipplepeople,00:4:25,,2pfLE5YJ1Fo,0:04:25,TRUE
"The Avener, Phoebe Killdeer - Fade Out Lines (Official Music Video)",https://www.youtube.com/watch?v=hqwU7nv3hTM&list=LL&index=77&pp=gAQBiAQB,The Avener,00:4:24,,hqwU7nv3hTM,0:04:24,TRUE
Insieme: 1992,https://www.youtube.com/watch?v=M6bLQgKNOTA&list=LL&index=412&pp=gAQBiAQB,Toto Cutugno,00:4:24,,M6bLQgKNOTA,0:04:24,TRUE
9-Year-Old Plays Banjo on David Letterman Show,https://www.youtube.com/watch?v=GXcRI0BdioE&list=LL&index=1058&pp=gAQBiAQB,Sleepy Man,00:4:24,,GXcRI0BdioE,0:04:24,TRUE
Ed Sheeran - Shape of You (Official Music Video),https://www.youtube.com/watch?v=JGwWNGJdvx8&list=LL&index=1270&pp=gAQBiAQB,Ed Sheeran,00:4:24,,JGwWNGJdvx8,0:04:24,TRUE
The Four Seasons Antonio Vivaldi「四季」ヴィヴァルディ by The Quartet Four Seasons 4K Music-Video,https://www.youtube.com/watch?v=Jdy3PbutQLQ&list=LL&index=1701&pp=gAQBiAQB,UNAMASLABEL,00:4:24,,Jdy3PbutQLQ,0:04:24,TRUE
(1005) Brinks ProMax Combination Padlock Hacked (JUNK!),https://www.youtube.com/watch?v=LIgk-TN6WXM&list=LL&index=1742&pp=gAQBiAQB,Bill Johnson,00:4:24,,LIgk-TN6WXM,0:04:24,FALSE
Joni Mitchell - A Case Of You (2021 Remaster) [Official Audio],https://www.youtube.com/watch?v=qAZp5JfDmz4&list=LL&index=90&pp=gAQBiAQB,Joni Mitchell,00:4:23,,qAZp5JfDmz4,0:04:23,TRUE
Carl-Einar Häckner-comedy magician from Sweden,https://www.youtube.com/watch?v=_RSkt8fcvrg&list=LL&index=172&pp=gAQBiAQB,Carl-Einar Häckner,00:4:23,,_RSkt8fcvrg,0:04:23,FALSE
Mr. Robinson’s Neighborhood 2019 - SNL,https://www.youtube.com/watch?v=whfQf3Pd5bU&list=LL&index=276&pp=gAQBiAQB,Saturday Night Live,00:4:23,,whfQf3Pd5bU,0:04:23,FALSE
DELL XPS 15 (2019) - Buyer Beware!,https://www.youtube.com/watch?v=arw1ckItBvs&list=LL&index=1056&pp=gAQBiAQB0gcJCSkKAYcqIYzv,Matthew Moniz,00:4:23,,arw1ckItBvs,0:04:23,FALSE
Duran Duran - Come Undone (Official Music Video),https://www.youtube.com/watch?v=Epj84QVw2rc&list=LL&index=1244&pp=gAQBiAQB,Duran Duran,00:4:23,,Epj84QVw2rc,0:04:23,TRUE
Disturbed - The Sound Of Silence (Official Music Video) [4K UPGRADE],https://www.youtube.com/watch?v=u9Dg-g7t2l4&list=LL&index=1755&pp=gAQBiAQB,Disturbed,00:4:23,,u9Dg-g7t2l4,0:04:23,TRUE
UE4 The Most Photorealistic Graphic Ever (UNREAL ENGINE 4),https://www.youtube.com/watch?v=zKu1Y-LlfNQ&list=LL&index=1323&pp=gAQBiAQB,lzuniy,00:4:22,,zKu1Y-LlfNQ,0:04:22,FALSE
"Diogenes, the Publicly-Defecating Philosopher",https://www.youtube.com/watch?v=-A3IlRATIsI&list=LL&index=1675&pp=gAQBiAQB,Sam O'Nella Academy,00:4:22,,-A3IlRATIsI,0:04:22,FALSE
Why Socrates Hated Democracy,https://www.youtube.com/watch?v=fLJBzhcSWTk&list=LL&index=1771&pp=gAQBiAQB,The School of Life,00:4:22,,fLJBzhcSWTk,0:04:22,FALSE
Dancing On My Own,https://www.youtube.com/watch?v=pZs86eJOICg&list=LL&index=349&pp=gAQBiAQB,Calum Scott,00:4:21,,pZs86eJOICg,0:04:21,TRUE
Serge Gainsbourg & Jane Birkin - Je t'aime... moi non plus/Original videoclip (Fontana 1969),https://www.youtube.com/watch?v=GlpDf6XX_j0&list=LL&index=439&pp=gAQBiAQB,mtorringa,00:4:21,,GlpDf6XX_j0,0:04:21,TRUE
FKA twigs - cellophane,https://www.youtube.com/watch?v=YkLjqFpBh84&list=LL&index=756&pp=gAQBiAQB,FKA twigs,00:4:21,,YkLjqFpBh84,0:04:21,TRUE
A Zar Je To Vazno - Rozi Bicikl,https://www.youtube.com/watch?v=PhIbg4CO5Bw&list=LL&index=837&pp=gAQBiAQB,justdesh,00:4:21,,PhIbg4CO5Bw,0:04:21,TRUE
Gerry Rafferty - Baker Street (Official Video),https://www.youtube.com/watch?v=Fo6aKnRnBxM&list=LL&index=842&pp=gAQBiAQB,Gerry Rafferty,00:4:21,,Fo6aKnRnBxM,0:04:21,TRUE
"Brad Fiedel - ""Terminator Theme (Extended)"" (The Terminator OST)",https://www.youtube.com/watch?v=6Cwi0pkhoSE&list=LL&index=1028&pp=gAQBiAQB,Milan Records USA,00:4:21,,6Cwi0pkhoSE,0:04:21,TRUE
Primus - Wynonna's Big Brown Beaver,https://www.youtube.com/watch?v=aYDfwUJzYQg&list=LL&index=1109&pp=gAQBiAQB,officialprimus,00:4:21,,aYDfwUJzYQg,0:04:21,TRUE
Summer Wine - Nancy Sinatra & Lee Hazlewood,https://www.youtube.com/watch?v=IVe_DsEi4pY&list=LL&index=416&pp=gAQBiAQB,My Favourite English Songs / 我喜歡的英文歌 - Steve Ma,00:4:20,,IVe_DsEi4pY,0:04:20,TRUE
Starting Over - Chris Stapleton Cover,https://www.youtube.com/watch?v=Yv18Fkc29Cc&list=LL&index=438&pp=gAQBiAQB,Alanna Goldsmith,00:4:20,,Yv18Fkc29Cc,0:04:20,TRUE
Black Smoke Rising,https://www.youtube.com/watch?v=8cepUUKMp1g&list=LL&index=453&pp=gAQBiAQB,Greta Van Fleet,00:4:20,,8cepUUKMp1g,0:04:20,TRUE
Youth Of The Nation (2021 Remaster),https://www.youtube.com/watch?v=Pb7Kg1hT-1A&list=LL&index=457&pp=gAQBiAQB,P.O.D.,00:4:20,,Pb7Kg1hT-1A,0:04:20,TRUE
Chet Faker - Gold (Official Music Video),https://www.youtube.com/watch?v=hi4pzKvuEQM&list=LL&index=786&pp=gAQBiAQB,Chet Faker,00:4:20,,hi4pzKvuEQM,0:04:20,TRUE
Come Together (Remastered 2009),https://www.youtube.com/watch?v=oolpPmuK2I8&list=LL&index=944&pp=gAQBiAQB,The Beatles,00:4:20,,oolpPmuK2I8,0:04:20,TRUE
Fluentes - Plavuša (official video),https://www.youtube.com/watch?v=lhhbLaWqk_4&list=LL&index=1317&pp=gAQBiAQB,Fluentes,00:4:20,,lhhbLaWqk_4,0:04:20,TRUE
STRANDBEEST EVOLUTION 2017,https://www.youtube.com/watch?v=LewVEF2B_pM&list=LL&index=1319&pp=gAQBiAQB,theo jansen,00:4:20,,LewVEF2B_pM,0:04:20,FALSE
Billionaire Bill Gates Guesses Grocery Store Prices,https://www.youtube.com/watch?v=ad_higXixRA&list=LL&index=1645&pp=gAQBiAQB,TheEllenShow,00:4:20,,ad_higXixRA,0:04:20,FALSE
OK Go - The Writing's On the Wall,https://www.youtube.com/watch?v=oL3qDpubXU8&list=LL&index=171&pp=gAQBiAQB,OK Go,00:4:19,,oL3qDpubXU8,0:04:19,TRUE
The Beatles - Come Together,https://www.youtube.com/watch?v=45cYwDMibGo&list=LL&index=788&pp=gAQBiAQB,The Beatles,00:4:19,,45cYwDMibGo,0:04:19,TRUE
Devo - Mongoloid | Watchmen OST,https://www.youtube.com/watch?v=ixSGuX5Td-Y&list=LL&index=874&pp=gAQBiAQB,Original Soundtrack,00:4:19,,ixSGuX5Td-Y,0:04:19,TRUE
Ленинград — Кольщик,https://www.youtube.com/watch?v=ktiONWfSL48&list=LL&index=1276&pp=gAQBiAQB,Ленинград,00:4:19,,ktiONWfSL48,0:04:19,TRUE
Casually Explained: Introverts and Extraverts,https://www.youtube.com/watch?v=k7kn2ZRyff0&list=LL&index=1652&pp=gAQBiAQB,Casually Explained,00:4:19,,k7kn2ZRyff0,0:04:19,FALSE
Paul Potts stuns the judges singing Nessun Dorma | Audition | Britain's Got Talent 2007,https://www.youtube.com/watch?v=dnp-8GrHOIk&list=LL&index=377&pp=gAQBiAQB,Britain's Got Talent,00:4:18,,dnp-8GrHOIk,0:04:18,TRUE
Bullet With Butterfly Wings,https://www.youtube.com/watch?v=Gwa3pxpaV8U&list=LL&index=459&pp=gAQBiAQB,Smashing Pumpkins,00:4:18,,Gwa3pxpaV8U,0:04:18,TRUE
Rammstein - Amerika (Official 4K Video),https://www.youtube.com/watch?v=Rr8ljRgcJNM&list=LL&index=932&pp=gAQBiAQB,Rammstein Official,00:4:18,,Rr8ljRgcJNM,0:04:18,TRUE
They Shall Not Grow Old - British troops thoughts on german soldiers.,https://www.youtube.com/watch?v=DUReYO2n06w&list=LL&index=1344&pp=gAQBiAQB,NotGoingCrazy,00:4:18,,DUReYO2n06w,0:04:18,FALSE
Come Undone,https://www.youtube.com/watch?v=5X5KweDhsaI&list=LL&index=522&pp=gAQBiAQB,Duran Duran,00:4:17,,5X5KweDhsaI,0:04:17,TRUE
Cigar Box juggling on the Generation Game Kris Kremo,https://www.youtube.com/watch?v=pYhkaZ0_Uzo&list=LL&index=566&pp=gAQBiAQB,Rob Ritchie,00:4:17,,pYhkaZ0_Uzo,0:04:17,FALSE
LADANIVA - Saraiman | POSTCARD (Official Video),https://www.youtube.com/watch?v=vGGbp88ziXU&list=LL&index=175&pp=gAQBiAQB,LADANIVA,00:4:16,,vGGbp88ziXU,0:04:16,TRUE
The Bowerbird's Grand Performance! | Life Story | BBC Earth,https://www.youtube.com/watch?v=1XkPeN3AWIE&list=LL&index=1356&pp=gAQBiAQB,BBC Earth,00:4:16,,1XkPeN3AWIE,0:04:16,FALSE
YouTube STILL does not care about Fair Use,https://www.youtube.com/watch?v=oTHLFJJRtI8&list=LL&index=1553&pp=gAQBiAQB,PaymoneyWubby,00:4:16,,oTHLFJJRtI8,0:04:16,FALSE
The Universe in 4 Minutes,https://www.youtube.com/watch?v=mheHbVev1CU&list=LL&index=1711&pp=gAQBiAQB,exurb1a,00:4:16,,mheHbVev1CU,0:04:16,FALSE
Kensington Lima - Summer's gone,https://www.youtube.com/watch?v=P1Q28bODmzA&list=LL&index=1185&pp=gAQBiAQB,Kensington Lima,00:4:15,,P1Q28bODmzA,0:04:15,TRUE
Robbie Williams Compares Childbirth to his Favourite Pub Burning Down - The Graham Norton Show,https://www.youtube.com/watch?v=rgdu5gHXKsM&list=LL&index=1227&pp=gAQBiAQB,The Graham Norton Show,00:4:15,,rgdu5gHXKsM,0:04:15,FALSE
Dog Breed Deformities,https://www.youtube.com/watch?v=BQTwvbWAx8A&list=LL&index=1350&pp=gAQBiAQB,Sam O'Nella Academy,00:4:15,,BQTwvbWAx8A,0:04:15,FALSE
† Carpenter Brut † TURBO KILLER † Directed by Seth Ickerman † Official Video †,https://www.youtube.com/watch?v=er416Ad3R1g&list=LL&index=1609&pp=gAQBiAQB,Carpenter Brut,00:4:15,,er416Ad3R1g,0:04:15,TRUE
ZHU - Faded (Official Music Video),https://www.youtube.com/watch?v=CVvJp3d8xGQ&list=LL&index=537&pp=gAQBiAQB,Spinnin' Records,00:4:14,,CVvJp3d8xGQ,0:04:14,TRUE
Ana Ćurčin - Alone,https://www.youtube.com/watch?v=KnKWJFw8juQ&list=LL&index=696&pp=gAQBiAQB,Ana & The Changes,00:4:14,,KnKWJFw8juQ,0:04:14,TRUE
Guts - Man Funk (feat. Leron Thomas) [Official Audio],https://www.youtube.com/watch?v=MsWzBxoFdFk&list=LL&index=989&pp=gAQBiAQB,Heavenly Sweetness,00:4:14,,MsWzBxoFdFk,0:04:14,TRUE
Computer Color is Broken,https://www.youtube.com/watch?v=LKnqECcg6Gw&list=LL&index=1653&pp=gAQBiAQB,minutephysics,00:4:14,,LKnqECcg6Gw,0:04:14,FALSE
Khruangbin & Leon Bridges - Texas Sun (Official Audio),https://www.youtube.com/watch?v=zSWNWWREtsI&list=LL&index=430&pp=gAQBiAQB,Dead Oceans and 2 more,00:4:13,,zSWNWWREtsI,0:04:13,TRUE
Maid Of Orleans (The Waltz Joan Of Arc) (Remastered 2019),https://www.youtube.com/watch?v=d6dEwhd9lok&list=LL&index=472&pp=gAQBiAQB,Orchestral Manoeuvres in the Dark,00:4:13,,d6dEwhd9lok,0:04:13,TRUE
Ryan Gosling and Harrison Ford Lose It at Hilarious Interview! | This Morning,https://www.youtube.com/watch?v=bAb8KIhgVAI&list=LL&index=777&pp=gAQBiAQB,This Morning,00:4:13,,bAb8KIhgVAI,0:04:13,FALSE
Building a FishTower in the Pond,https://www.youtube.com/watch?v=RvGfncPzt9Y&list=LL&index=1093&pp=gAQBiAQB,Marcel Sweers,00:4:13,,RvGfncPzt9Y,0:04:13,FALSE
Please Use This Song (Jon Lajoie),https://www.youtube.com/watch?v=PuQt9N4Dsok&list=LL&index=1168&pp=gAQBiAQB,Jon Lajoie / Wolfie’s Just Fine,00:4:13,,PuQt9N4Dsok,0:04:13,TRUE
What Happened to The Man Who Refused to Salute Hitler?,https://www.youtube.com/watch?v=OyHvAiG0GtY&list=LL&index=1745&pp=gAQBiAQB,Thoughty2,00:4:13,,OyHvAiG0GtY,0:04:13,FALSE
Postman,https://www.youtube.com/watch?v=9uEXKBwyQcc&list=LL&index=71&pp=gAQBiAQB,Hollie Cook,00:4:12,,9uEXKBwyQcc,0:04:12,TRUE
JASNA ZLOKIĆ I TOMISLAV IVČIĆ - Tu t'en vas (1993. video),https://www.youtube.com/watch?v=KP0COgO0R7c&list=LL&index=824&pp=gAQBiAQB,vinyldaewo,00:4:12,,KP0COgO0R7c,0:04:12,TRUE
Epic FPV Drone Flying UK!,https://www.youtube.com/watch?v=nsI2eMFEvkc&list=LL&index=1025&pp=gAQBiAQB,Magic FPV,00:4:12,,nsI2eMFEvkc,0:04:12,FALSE
Mad at Love,https://www.youtube.com/watch?v=xqZ9qzxudm0&list=LL&index=1225&pp=gAQBiAQB,Giolì & Assia,00:4:12,,xqZ9qzxudm0,0:04:12,TRUE
Chappelle's Show - The Niggar Family - Uncensored,https://www.youtube.com/watch?v=hLOw_SzkRQ8&list=LL&index=1587&pp=gAQBiAQB,Comedy Central,00:4:12,,hLOw_SzkRQ8,0:04:12,FALSE
Jim Keefe's/ Ballydesmond II/ Kerry/ John Ryan's Polkas,https://www.youtube.com/watch?v=4h0NcNAE5cM&list=LL&index=110&pp=gAQBiAQB,Danzante Banda Celta - Topic,00:4:11,,4h0NcNAE5cM,0:04:11,TRUE
Baby's Gang Happy Song (Clap Your Hands) (Official Video),https://www.youtube.com/watch?v=eNz1kAfaZMI&list=LL&index=465&pp=gAQBiAQB,ZYXItalo,00:4:11,,eNz1kAfaZMI,0:04:11,TRUE
Daniel Popović - Kao da ne postojim,https://www.youtube.com/watch?v=sZsNdFnqAlQ&list=LL&index=719&pp=gAQBiAQB,kg,00:4:11,,sZsNdFnqAlQ,0:04:11,TRUE
South Africa's deadly Trojan Horse,https://www.youtube.com/watch?v=KnWu4lAKDj0&list=LL&index=998&pp=gAQBiAQB,CBS Evening News,00:4:11,,KnWu4lAKDj0,0:04:11,FALSE
"Night Club - ""Show It 2 Me"" (Official 360 Video)",https://www.youtube.com/watch?v=JtYa0rb_jGQ&list=LL&index=234&pp=gAQBiAQB,Night Club,00:4:10,,JtYa0rb_jGQ,0:04:10,TRUE
How To Pump A Presta Valve,https://www.youtube.com/watch?v=63bHCzPbv90&list=LL&index=330&pp=gAQBiAQB,Cycle Maintenance Academy,00:4:10,,63bHCzPbv90,0:04:10,FALSE
The Dead South - In Hell I'll Be In Good Company [Official Music Video],https://www.youtube.com/watch?v=B9FzVhw8_bY&list=LL&index=1274&pp=gAQBiAQB0gcJCSkKAYcqIYzv,The Dead South,00:4:10,,B9FzVhw8_bY,0:04:10,TRUE
